risk_event_id,project_id,mp_id,mp_name,detected_on,risk_score,risk_level,risk_reason,review_status,data_type
RE00000200,P00037,MP020,Ravi Nair,2026-01-18,13.5,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000201,P00037,MP020,Ravi Nair,2025-07-10,27.3,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000202,P00037,MP020,Ravi Nair,2025-07-24,18.5,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00000203,P00037,MP020,Ravi Nair,2026-01-22,25.6,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000204,P00037,MP020,Ravi Nair,2025-01-05,18.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000205,P00037,MP020,Ravi Nair,2025-11-29,25.5,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000206,P00038,MP027,Nitin Singh,2026-08-17,10.9,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000207,P00038,MP027,Nitin Singh,2025-04-19,27.6,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000208,P00038,MP027,Nitin Singh,2025-01-17,13.2,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000209,P00038,MP027,Nitin Singh,2026-05-01,36.8,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000210,P00039,MP034,Anita Mehta,2026-08-22,43.3,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000211,P00039,MP034,Anita Mehta,2026-06-22,63.1,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000212,P00039,MP034,Anita Mehta,2026-03-02,64.4,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000213,P00039,MP034,Anita Mehta,2025-04-27,60.7,MEDIUM,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000214,P00039,MP034,Anita Mehta,2026-08-24,46.5,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000215,P00040,MP041,Meena Sharma,2026-06-26,5.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000216,P00040,MP041,Meena Sharma,2025-03-21,5.9,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000217,P00040,MP041,Meena Sharma,2026-05-27,8.7,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000218,P00040,MP041,Meena Sharma,2026-04-15,30.3,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00000219,P00041,MP048,Priya Joshi,2026-02-26,5.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000220,P00041,MP048,Priya Joshi,2026-01-29,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000221,P00041,MP048,Priya Joshi,2025-11-28,5.0,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000222,P00042,MP055,Arjun Nair,2025-05-07,40.9,MEDIUM,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000223,P00042,MP055,Arjun Nair,2025-09-14,54.0,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000224,P00042,MP055,Arjun Nair,2025-06-23,41.0,MEDIUM,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000225,P00042,MP055,Arjun Nair,2025-10-19,56.3,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000226,P00043,MP002,Rahul Singh,2025-09-10,17.5,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000227,P00043,MP002,Rahul Singh,2026-01-30,6.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00000228,P00043,MP002,Rahul Singh,2025-12-15,9.8,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000229,P00043,MP002,Rahul Singh,2025-02-20,25.2,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00000230,P00043,MP002,Rahul Singh,2025-02-21,41.4,MEDIUM,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000231,P00043,MP002,Rahul Singh,2026-06-23,44.2,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000232,P00044,MP009,Kavita Mehta,2026-08-15,45.2,MEDIUM,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000233,P00044,MP009,Kavita Mehta,2026-02-05,71.9,HIGH,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000234,P00044,MP009,Kavita Mehta,2025-09-23,58.7,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000235,P00044,MP009,Kavita Mehta,2025-07-01,62.4,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000236,P00044,MP009,Kavita Mehta,2025-10-26,69.5,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000237,P00044,MP009,Kavita Mehta,2026-02-13,75.2,HIGH,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000238,P00045,MP016,Amit Sharma,2025-12-12,49.5,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000239,P00045,MP016,Amit Sharma,2026-06-26,51.7,MEDIUM,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000240,P00045,MP016,Amit Sharma,2025-05-05,51.8,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000241,P00045,MP016,Amit Sharma,2026-03-22,66.4,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000242,P00045,MP016,Amit Sharma,2025-05-24,74.1,HIGH,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000243,P00045,MP016,Amit Sharma,2025-12-03,80.0,HIGH,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00000244,P00045,MP016,Amit Sharma,2026-07-20,58.8,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00000245,P00046,MP023,Suresh Joshi,2026-01-18,11.2,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000246,P00046,MP023,Suresh Joshi,2026-08-03,29.4,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000247,P00046,MP023,Suresh Joshi,2025-11-08,23.9,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000248,P00047,MP030,Deepak Nair,2025-04-29,31.7,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00000249,P00047,MP030,Deepak Nair,2025-10-17,39.5,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000250,P00047,MP030,Deepak Nair,2025-10-04,44.0,MEDIUM,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000251,P00047,MP030,Deepak Nair,2025-10-19,46.1,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000252,P00047,MP030,Deepak Nair,2026-06-10,42.4,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00000253,P00047,MP030,Deepak Nair,2026-02-11,58.6,MEDIUM,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000254,P00047,MP030,Deepak Nair,2026-08-18,39.8,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000255,P00048,MP037,Vikram Singh,2025-11-26,21.9,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000256,P00048,MP037,Vikram Singh,2025-02-01,6.5,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000257,P00048,MP037,Vikram Singh,2025-06-05,20.1,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000258,P00048,MP037,Vikram Singh,2025-11-06,16.1,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00000259,P00048,MP037,Vikram Singh,2026-05-31,16.9,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000260,P00048,MP037,Vikram Singh,2026-02-17,33.8,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000261,P00049,MP044,Manoj Mehta,2026-07-10,15.3,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000262,P00049,MP044,Manoj Mehta,2025-05-08,10.7,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000263,P00049,MP044,Manoj Mehta,2025-12-01,28.8,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00000264,P00050,MP051,Neha Sharma,2025-10-07,23.5,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000265,P00050,MP051,Neha Sharma,2025-11-17,15.8,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000266,P00050,MP051,Neha Sharma,2025-04-27,5.7,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000267,P00050,MP051,Neha Sharma,2025-04-11,27.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000268,P00050,MP051,Neha Sharma,2025-05-21,40.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000269,P00051,MP058,Pooja Joshi,2025-06-24,53.8,MEDIUM,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000270,P00051,MP058,Pooja Joshi,2025-07-07,69.1,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000271,P00051,MP058,Pooja Joshi,2025-05-09,57.2,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00000272,P00051,MP058,Pooja Joshi,2025-09-15,62.6,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000273,P00051,MP058,Pooja Joshi,2025-03-25,66.1,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000274,P00051,MP058,Pooja Joshi,2025-01-11,74.4,HIGH,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000275,P00051,MP058,Pooja Joshi,2025-09-17,76.3,HIGH,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000276,P00052,MP005,Ravi Nair,2025-02-10,65.0,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000277,P00052,MP005,Ravi Nair,2025-01-31,74.6,HIGH,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000278,P00052,MP005,Ravi Nair,2025-07-22,74.6,HIGH,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00000279,P00052,MP005,Ravi Nair,2026-07-03,70.4,HIGH,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00000280,P00052,MP005,Ravi Nair,2026-02-09,66.9,MEDIUM,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000281,P00052,MP005,Ravi Nair,2026-07-07,74.7,HIGH,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000282,P00053,MP012,Nitin Singh,2025-05-18,5.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00000283,P00053,MP012,Nitin Singh,2025-12-13,5.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000284,P00053,MP012,Nitin Singh,2025-02-23,5.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000285,P00053,MP012,Nitin Singh,2025-02-06,5.0,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000286,P00053,MP012,Nitin Singh,2025-01-20,15.6,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00000287,P00053,MP012,Nitin Singh,2026-05-20,12.5,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000288,P00054,MP019,Anita Mehta,2025-05-21,27.1,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000289,P00054,MP019,Anita Mehta,2025-12-21,29.3,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00000290,P00054,MP019,Anita Mehta,2026-06-29,24.3,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000291,P00054,MP019,Anita Mehta,2025-07-02,33.6,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000292,P00054,MP019,Anita Mehta,2025-08-28,34.9,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000293,P00054,MP019,Anita Mehta,2025-07-09,34.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000294,P00055,MP026,Meena Sharma,2025-06-23,10.8,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000295,P00055,MP026,Meena Sharma,2025-07-15,21.8,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000296,P00055,MP026,Meena Sharma,2025-06-20,32.9,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00000297,P00055,MP026,Meena Sharma,2026-03-13,41.6,MEDIUM,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00000298,P00055,MP026,Meena Sharma,2025-02-10,24.4,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000299,P00055,MP026,Meena Sharma,2025-12-27,54.1,MEDIUM,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00000300,P00055,MP026,Meena Sharma,2025-08-25,41.1,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000301,P00056,MP033,Priya Joshi,2026-08-16,15.9,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000302,P00056,MP033,Priya Joshi,2026-03-13,21.6,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000303,P00056,MP033,Priya Joshi,2025-03-24,13.8,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000304,P00056,MP033,Priya Joshi,2025-11-16,19.7,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000305,P00056,MP033,Priya Joshi,2025-12-21,46.8,MEDIUM,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00000306,P00057,MP040,Arjun Nair,2026-05-23,23.8,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00000307,P00057,MP040,Arjun Nair,2026-07-26,36.8,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000308,P00057,MP040,Arjun Nair,2026-08-03,34.6,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000309,P00058,MP047,Rahul Singh,2026-02-14,17.8,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000310,P00058,MP047,Rahul Singh,2026-01-22,20.1,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00000311,P00058,MP047,Rahul Singh,2025-05-09,5.0,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000312,P00058,MP047,Rahul Singh,2025-01-12,33.7,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000313,P00058,MP047,Rahul Singh,2025-03-16,26.3,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000314,P00058,MP047,Rahul Singh,2026-07-20,25.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000315,P00058,MP047,Rahul Singh,2025-06-25,34.2,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000316,P00059,MP054,Kavita Mehta,2025-12-11,26.4,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000317,P00059,MP054,Kavita Mehta,2025-02-05,32.3,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000318,P00059,MP054,Kavita Mehta,2025-12-26,34.2,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000319,P00059,MP054,Kavita Mehta,2025-08-02,44.4,MEDIUM,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00000320,P00059,MP054,Kavita Mehta,2025-04-12,37.5,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000321,P00060,MP001,Amit Sharma,2025-12-17,11.4,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000322,P00060,MP001,Amit Sharma,2025-08-23,22.8,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000323,P00060,MP001,Amit Sharma,2025-01-11,19.7,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000324,P00060,MP001,Amit Sharma,2025-02-01,10.9,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00000325,P00060,MP001,Amit Sharma,2026-05-24,32.8,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000326,P00061,MP008,Suresh Joshi,2025-09-25,5.0,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00000327,P00061,MP008,Suresh Joshi,2026-05-14,9.7,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000328,P00061,MP008,Suresh Joshi,2025-02-10,5.0,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000329,P00061,MP008,Suresh Joshi,2025-06-26,5.0,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00000330,P00062,MP015,Deepak Nair,2025-05-24,32.2,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00000331,P00062,MP015,Deepak Nair,2026-06-23,32.3,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00000332,P00062,MP015,Deepak Nair,2026-08-07,29.7,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000333,P00063,MP022,Vikram Singh,2026-03-30,31.1,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00000334,P00063,MP022,Vikram Singh,2025-11-24,36.8,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000335,P00063,MP022,Vikram Singh,2025-03-14,34.6,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00000336,P00063,MP022,Vikram Singh,2025-11-21,29.5,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00000337,P00063,MP022,Vikram Singh,2026-05-25,46.4,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000338,P00063,MP022,Vikram Singh,2025-03-31,54.6,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000339,P00063,MP022,Vikram Singh,2025-09-02,58.7,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000340,P00063,MP022,Vikram Singh,2026-07-02,54.3,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000341,P00064,MP029,Manoj Mehta,2026-03-19,15.3,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000342,P00064,MP029,Manoj Mehta,2025-09-23,13.2,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000343,P00064,MP029,Manoj Mehta,2025-08-29,27.4,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000344,P00065,MP036,Neha Sharma,2025-01-20,67.5,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000345,P00065,MP036,Neha Sharma,2026-07-15,42.6,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000346,P00065,MP036,Neha Sharma,2025-02-08,66.9,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000347,P00065,MP036,Neha Sharma,2026-05-28,81.9,HIGH,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00000348,P00065,MP036,Neha Sharma,2025-09-16,70.0,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00000349,P00065,MP036,Neha Sharma,2025-02-16,75.8,HIGH,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000350,P00065,MP036,Neha Sharma,2025-03-06,67.3,MEDIUM,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000351,P00066,MP043,Pooja Joshi,2026-04-02,5.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000352,P00066,MP043,Pooja Joshi,2025-07-08,5.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00000353,P00066,MP043,Pooja Joshi,2026-08-11,5.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000354,P00066,MP043,Pooja Joshi,2025-08-03,5.0,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00000355,P00066,MP043,Pooja Joshi,2025-07-12,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00000356,P00066,MP043,Pooja Joshi,2025-09-19,10.4,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000357,P00066,MP043,Pooja Joshi,2025-11-09,5.0,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00000358,P00067,MP050,Ravi Nair,2025-03-09,55.1,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000359,P00067,MP050,Ravi Nair,2025-10-29,59.5,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000360,P00067,MP050,Ravi Nair,2025-01-13,60.7,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00000361,P00067,MP050,Ravi Nair,2025-05-05,70.1,HIGH,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00000362,P00067,MP050,Ravi Nair,2026-04-12,73.5,HIGH,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00000363,P00068,MP057,Nitin Singh,2026-04-29,5.0,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000364,P00068,MP057,Nitin Singh,2025-05-11,15.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000365,P00068,MP057,Nitin Singh,2026-03-10,14.7,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00000366,P00068,MP057,Nitin Singh,2025-05-14,27.3,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000367,P00068,MP057,Nitin Singh,2025-03-20,18.0,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00000368,P00068,MP057,Nitin Singh,2026-07-27,20.7,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000369,P00068,MP057,Nitin Singh,2026-07-22,26.2,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000370,P00068,MP057,Nitin Singh,2026-05-18,36.9,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00000371,P00069,MP004,Anita Mehta,2025-03-07,5.0,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00000372,P00069,MP004,Anita Mehta,2025-03-20,5.0,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000373,P00069,MP004,Anita Mehta,2026-07-04,14.8,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00000374,P00069,MP004,Anita Mehta,2026-04-13,5.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00000375,P00069,MP004,Anita Mehta,2025-02-12,6.6,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00000376,P00070,MP011,Meena Sharma,2025-10-09,12.5,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000377,P00070,MP011,Meena Sharma,2025-11-23,13.7,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00000378,P00070,MP011,Meena Sharma,2026-06-07,11.6,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00000379,P00071,MP018,Priya Joshi,2026-04-13,5.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00000380,P00071,MP018,Priya Joshi,2025-04-27,12.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000381,P00071,MP018,Priya Joshi,2026-05-26,19.6,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000382,P00071,MP018,Priya Joshi,2026-02-17,28.0,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00000383,P00071,MP018,Priya Joshi,2025-02-11,11.2,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000384,P00071,MP018,Priya Joshi,2025-12-23,20.4,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00000385,P00071,MP018,Priya Joshi,2026-06-07,35.1,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00000386,P00071,MP018,Priya Joshi,2025-04-19,43.0,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00000387,P00072,MP025,Arjun Nair,2025-09-02,5.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00000388,P00072,MP025,Arjun Nair,2025-02-03,28.3,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
